X1	X2	y
-0.8009478047168227	0.5261299212045473	0
0.18604766141066453	0.41363856729526444	1
0.29446997213199855	0.3151420945402355	1
-0.12845859355470685	-0.9299370132946131	0
0.20282353411907952	-0.4884721163887752	1
0.13765309806009923	0.5256016255745609	1
-0.5073374847512977	-0.1425678200235601	1
-0.15085304615208797	0.39809406161652877	1
0.3247416800845725	-0.39649793668024347	1
0.999513984928937	0.13574136012603194	0
-0.046131321991159095	0.49845579353742364	1
-0.4648029680051282	-0.10852695708992015	1
-0.055605803653356614	0.9141807853350102	0
0.35857708357421286	0.8461069830621645	0
-0.1759538753718366	-0.9271203924543912	0
0.43342189963888056	-0.36685537325683093	1
-1.006480291864094	0.31673965927708025	0
0.4484536692818918	-0.1824433325305976	1
-0.4451994469181657	-0.19571316936612176	1
0.11542147042494369	0.43214189427339544	1
0.3509525172551597	-0.332466380246335	1
0.08770188682004185	0.5008902056704853	1
0.25028563190266967	-0.9668454379727985	0
-0.513626388025237	-0.3224365766991139	1
0.5494467632411217	0.2651459950834929	1
-0.26749435462223264	0.38726610277962514	1
-0.970417476954998	0.17135984447303282	0
0.23267549567717122	0.39892731699900075	1
-0.9028805946962359	-0.11679005871760327	0
0.41975582104662534	-0.2285043408479232	1
-0.005842614768357696	0.5310115391578153	1
0.47112220547696454	0.3364234208346078	1
0.458815415869329	-0.11433951998425174	1
0.04224666132849484	-0.589740770975421	1
0.6187465656496659	0.2844012226484294	1
-0.9067338901512603	0.46543283714321004	0
0.5733056952973192	0.06788518495830248	1
0.6006967239108091	0.8968706076101013	0
-1.0592911045730415	0.02037862326705251	0
1.0547910642343665	-0.003761890449198533	0
1.0410723887678348	0.1608793638335108	0
-0.24713024296799788	0.3241498558717699	1
-0.034230012733243706	0.5016302188601223	1
1.0437742235708531	0.13848185626740162	0
-0.36784903088561555	-0.3631329468958443	1
-0.9798518266115169	-0.1144044892293406	0
-0.5579799222802018	0.7752794530380448	0
-0.33147398852724536	0.8937731083881668	0
0.21547050380024227	-0.5545612082513204	1
0.37652577984383795	0.3589531707026669	1
-0.4866751683927585	-0.15956560178249232	1
-0.15929244147117727	0.4310451459535897	1
0.8861372918428353	0.36773165077751835	0
