X1	X2	X3	X4	X5	Y
72.34128685857524	36.60237144094036	88.35494456788798	66.23522075048372	56.136127926321855	-323.8164574164358
27.59119562943797	7.783417451258723	0.28683735201681104	83.20189978237748	96.23145376666234	-1847.631044432074
63.651335226434114	54.92606094232166	14.815062433572912	27.040144835456125	97.01672755745238	-1700.6011693770565
92.83053496517525	72.9336964864515	30.468453601362754	87.03752165834072	43.92680881059404	-459.6990925932672
58.49021265880998	98.553524504889	82.36588501014654	98.99576713064685	57.832603613990244	-503.17376373723823
93.74079110295438	98.13431579088258	14.35755957198398	52.92695434785143	41.0271082800307	-536.9511910787456
34.992110825796054	27.63813976976497	88.59108804421089	83.36498583910577	30.003766856205637	97.40047189298673
82.74249596231748	49.80759443749573	53.836700798866744	59.56139710492185	56.67457653472797	-558.2147316530354
16.666213391656015	77.12057058104297	41.374290042706974	89.03224381095349	31.12183010256191	-359.9385021583643
63.5360043302042	18.816620220825307	97.16419798356661	6.761400172346422	28.498687890319363	281.96702084836625
16.49004580420388	12.13745638376622	3.4290469379994026	98.0717454661192	32.376202076895666	-586.188031943072
63.91596655210069	22.12033336253184	6.53180398518124	43.47940305770399	39.42390140727795	-573.1278339555201
29.046344877044728	0.5646077210989642	44.831480674645086	70.31703306496928	2.1995919618204796	356.4029523961412
61.35458227592415	54.57923615182013	16.733391938226404	21.112517139190746	69.5795538383946	-1144.9728225243548
3.632582241319937	4.621601308803136	7.995319824263802	26.725440909988997	49.700299329668184	-931.7626024083604
76.31683614147349	60.20996215695654	86.06575208242484	10.413486679172678	13.661124488209087	497.97832108025597
8.46511937276776	52.91888820872539	6.523753642757402	25.49201103563352	9.414723632869581	-170.15172724851192
60.4665854548061	6.305176709987381	18.603963215688523	68.49625909284323	69.6006812102323	-1086.6913020403954
81.38663118010628	24.2988716260053	47.34545201863671	60.349387441055434	41.32512454317592	-275.2233048187478
83.77820566989115	78.46348918740853	25.689517992237356	47.53579215952958	56.30289069686166	-773.3600601693068
78.16669486131774	94.93631122417742	76.30599979813788	43.04285152896288	41.24717567792855	-151.2377416118302
